Name,Description,Labels,List,Due Date,Members
HU 1.5.1 · DECISIÓN · Si el teléfono viaja sin autorización de la familia,"Apartado 1.5 · Protección de datos mínima

Como custodia de datos, quiero decidir si el número de contacto entra en la regla de consentimiento, para que lo que el sistema hace y lo que la documentación promete sean lo mismo.

Criterios de aceptacion:
- Tres documentos afirman que sin autorización el registro es agregado y sin identidad; el teléfono viaja igual y además es obligatorio
- Tensión legítima: sin teléfono no se puede verificar el caso ni avisarle a la familia
- Escoger una de tres: que el teléfono entre en la regla; mantenerlo y CORREGIR la documentación; o pedir autorización específica para el contacto
- La decisión queda escrita en docs/cumplimiento/

Responsable: yonathangutierrez
Origen: hallazgos-revision.md H7
Depende de: que la custodia de datos resuelva
Desbloquea: HU 1.5.2 (alcance)","decisión F7,sin código,bloqueada",Hito 1 · Captura real,,
HU 1.5.2 · Que ninguna ruta pueda guardar identidad sin autorización,"Apartado 1.5 · Protección de datos mínima

Como custodia de datos, quiero que la regla la imponga la base y no sólo el cliente, para que una carga desde Kobo o un script de la mesa no puedan saltársela.

Criterios de aceptacion:
- Restricción en el esquema que rechaza identidad cuando no hay consentimiento
- Se aplica ANTES de que haya datos: después es una migración con filas adentro
- Prueba automática que verifica el rechazo

Responsable: yonathangutierrez
Origen: hallazgos-revision.md H9
Depende de: HU 1.5.1 sólo para el alcance del teléfono","BackEnd,defecto",Hito 1 · Captura real,,
HU 1.5.3 · Que retractarse borre también las fotografías,"Apartado 1.5 · Protección de datos mínima

Como familia afectada, quiero que si retiro mi autorización no quede ninguna imagen de mi vivienda, para que retirar el consentimiento sirva de algo.

Criterios de aceptacion:
- El consentimiento se evalúa al persistir y al enviar la fotografía, no sólo en la pantalla
- Al desmarcar la autorización, las fotografías del caso se descartan
- Prueba automática del escenario: se autoriza, se toman fotos, se retracta

Responsable: yonathangutierrez
Origen: hallazgos-revision.md H8","FrontEnd,defecto",Hito 1 · Captura real,,
HU 1.6.1 · Recalcular el plan con el equipo real,"Apartado 1.6 · Documentación y coordinación

Como coordinación, quiero que el documento de roles refleje 15 contribuyentes y no 3, para que el plan no siga calculado sobre una capacidad que ya no es la nuestra.

Criterios de aceptacion:
- Escenario recalculado con la capacidad actual
- Rol de plataforma agregado, con su carácter permanente explícito frente a un frente que termina
- Varios revisores por capacidad: con 15 contribuyentes el cuello de botella es la revisión, no la capacidad
- La plataforma va ANTES de los frentes que dependen de ella

Responsable: yonathangutierrez
Origen: ADR 004, capacidades del equipo",sin código,Hito 1 · Captura real,,
HU 1.6.2 · Que la documentación no contradiga al código,"Apartado 1.6 · Documentación y coordinación

Como persona que llega al proyecto, quiero que lo que leo sea lo que el sistema hace, para no tomar decisiones sobre afirmaciones que ya no son ciertas.

Criterios de aceptacion:
- El conteo de tablas, el número de frentes y el de preguntas del formulario
- El prefijo de código del tablero estático frente al del esquema
- Política de seguridad de contenido en las cabeceras de despliegue

Responsable: yonathangutierrez
Origen: hallazgos-revision.md, desajustes menores",sin código,Hito 1 · Captura real,,
HU 2.1.1 · DECISIÓN · Qué puede mostrar el mapa público,"Apartado 2.1 · Vistas de consulta dentro de la aplicacion

Como custodia de datos, quiero definir el nivel de agregación de cualquier vista que salga sin sesión, para que una familia no quede señalada por un mapa abierto.

Nota:
DEJO DE BLOQUEAR EL TRABAJO DE PANTALLAS. Las vistas de la aplicacion llevan sesion y roles, asi que no dependen de esta decision: la que depende es cualquier cosa que se publique SIN sesion.

Hoy lo unico en esa situacion es el tablero estatico de `tablero/`, que no esta desplegado y se usa para mostrar en reuniones. Ver HU 2.1.3.

Criterios de aceptacion:
- Tres documentos dicen que toda vista pública es agregada; v_mapa_publico no lo es: una fila por familia con vereda, personas, menores y coordenada a 110 m
- En una vereda con pocos hogares eso puede identificar a una familia
- Escoger: umbral de anonimato por vereda, retirar código y desglose, o agregar por vereda
- Mientras no se tome, NADA que salga de esta vista se publica sin sesión

Responsable: yonathangutierrez
Origen: hallazgos-revision.md H12
Depende de: que la custodia de datos resuelva
Desbloquea: HU 2.1.2","decisión F7,sin código,bloqueada",Hito 2 · Evidencia,,
"HU 2.1.2 · Cifras y mapa dentro del dashboard, para sustentar una petición","Apartado 2.1 · Vistas de consulta dentro de la aplicacion

Como integrante de la mesa, quiero ver cuántas familias, dónde y con qué prioridad, para llegar a una entidad con una cifra que se sostenga.

Nota:
HECHA. Seis cifras —familias, personas, menores, mayores de 60, riesgo de vida y sin ubicar— y un mapa con un circulo por afectacion, del color de su prioridad, con filtros por zona y por P0 que mueven cifras y mapa a la vez.

`GET /casos` lee `v_familias_tablero`, que es `security_invoker`: quien filtra es PostgreSQL. Comprobado contra la base local —la custodia ve 4 casos y Ana, lider, 3— y las cifras dieron exactas: 4, 18, 4, 1 y 3.

`ResumenTablero` no lleva nombre, documento ni telefono: lo que no viaja no se puede filtrar mal en el navegador. Sin conexion no hay tablero, a proposito. Leaflet se carga solo al abrir la pantalla, asi que el paquete inicial no crece.

Rama feature/hu-2.1.4-dashboard, version 0.6.0.

---

NO DEPENDE DE LA HU 2.1.1. Dependia cuando se penso como pagina publica; como vista con sesion, la decision de que puede mostrarse SIN sesion no la toca.

El mapa es de la mesa: el coordinador lo ve y el lider no. Lo que el lider necesita es otra cosa y esta en la HU 2.1.5.

Criterios de aceptacion:
- Es la primera vista DENTRO del dashboard administrativo, no una pantalla suelta
- Las cifras salen de la API y obedecen las políticas por fila: cada rol suma lo que alcanza
- Mapa y contadores en la misma pantalla; el mapa ubica la afectación, no la vivienda
- El total cuadra con el listado: si no cuadra, se pierde la palanca
- Funciona con los datos de ejemplo del entorno local

Origen: FRENTES.md F4
Depende de: HU 2.1.4 (el contenedor)","FrontEnd,BackEnd",Hito 2 · Evidencia,,
"HU 2.1.3 · Mostrar el avance en una reunión, sin desplegar nada","Apartado 2.1 · Vistas de consulta dentro de la aplicacion

Como coordinador, quiero abrir el tablero estático en un portátil y mostrar el mapa en una reunión, para no depender de que haya internet ni de publicar nada en abierto.

Nota:
CAMBIA DE INTENCION. Decia «que el mapa publico no toque la base» y describia un archivo regenerado y servido al mundo. Se replantea: eso exigiria la decision HU 2.1.1, y el valor que el tablero da hoy no lo necesita.

Lo que hace falta ya esta hecho: el generador lee `v_mapa_publico` poniendose en el rol `anon`, de modo que es imposible que el archivo lleve mas de lo que un visitante podria ver. Y avisa cuando un lugar tiene menos de tres registros, que es la senal de la HU 2.1.1.

La base no es alcanzable desde una maquina; para generar contra produccion se abre el tunel con `entorno/aws/tunel-a-la-base.sh --abrir`.

Criterios de aceptacion:
- `tablero/index.html` se abre desde el disco y funciona sin servidor
- Los datos los genera `tablero/generar-datos.mjs`, que lee la vista pública como el rol anónimo
- El archivo del repositorio lleva datos inventados y lo dice adentro
- NO se despliega en ninguna parte: publicarlo exige la decisión HU 2.1.1

Responsable: yonathangutierrez
Origen: decisión del 16 de agosto de 2026",sin código,Hito 2 · Evidencia,,
"HU 2.1.4 · Dashboard administrativo, donde se cuelga todo lo demás","Apartado 2.1 · Vistas de consulta dentro de la aplicacion

Como coordinador o custodio, quiero un lugar en la aplicación donde estén las vistas de gestión, para trabajar el conjunto sin salirme de la herramienta con la que se captura.

Nota:
HECHA. Modulo `/tablero` dentro de la PWA, con carga diferida y enlace en la cabecera solo para quien tiene el permiso. La puerta es `permisoGuard('verTodosLosCasos')`, la misma frontera que `es_mesa()` en la base; no se invento una lista de roles nueva.

De paso se cerro un hueco que aparecio probando esto: las guardas devolvian `true` cuando la direccion de la API venia vacia, asi que en desarrollo cualquiera abria cualquier pantalla sin identificarse. Se quito la excepcion y se comprobo que las seis rutas terminan en /acceso. Capturar sin senal sigue funcionando: la guarda exige haber entrado en el dispositivo, no un token vigente.

Rama feature/hu-2.1.4-dashboard, version 0.6.0.

---

ES EL CONTENEDOR, no una pantalla suelta. Se pide asi a proposito: las vistas de gestion que vienen —seguimiento de remisiones, mora por entidad, duplicados— no deben nacer cada una con su propia ruta, su propia guarda y su propia forma de preguntar quien es quien.

LA PUERTA YA ESTA ESCRITA y no se inventa una nueva: `permisosDe(rol)` en el dominio compartido dice `verTodosLosCasos` para la mesa, y es la misma frontera que usa `es_mesa()` en las politicas de la base. Tres capas diciendo lo mismo, sin una cuarta definicion que se separe.

El mapa entra aqui: el coordinador lo ve, el lider no.

Criterios de aceptacion:
- Es un módulo de la PWA existente, con su ruta y su navegación: no una aplicación aparte
- LA PUERTA ES `verTodosLosCasos`, que hoy es la mesa: coordinación, custodia y validación
- El líder y el digitador NO lo ven ni alcanzan la ruta: solo ven lo suyo, y para eso está la HU 2.1.5
- Ocultar el enlace no es la protección: la API vuelve a decidir en cada petición con el rol leído de la base
- Nace con una sola vista dentro —cifras y mapa— y con sitio para las que vengan

Origen: decisión del 16 de agosto de 2026","FrontEnd,BackEnd",Hito 2 · Evidencia,,
"HU 2.1.5 · Que el líder vea lo suyo, no solo lo que tiene el celular","Apartado 2.1 · Vistas de consulta dentro de la aplicacion

Como líder territorial, quiero ver los casos que ya entregué, aunque no estén en este teléfono, para saber qué llevo hecho y qué me falta sin depender de un aparato.

Nota:
HOY LA PANTALLA SE LLAMA «Casos en este celular» Y ES LITERAL: lo que se ve sale de IndexedDB. Un lider que cambie de telefono, reinstale la aplicacion o preste el suyo pierde de vista su propio trabajo — aunque el servidor lo tenga entero. En campo eso se lee como «la aplicacion me borro los casos», que es lo unico que hace que un voluntario deje de usar la herramienta.

NO ES EL DASHBOARD. El lider no entra ahi —no ve el mapa ni el conjunto— y esta historia es su equivalente: lo suyo, completo, venga del celular o del servidor. La politica por fila ya garantiza que sea solo lo suyo.

La API ya sabe responder con las politicas puestas; falta la ruta de consulta y que la lista junte las dos fuentes sin confundirlas.

Criterios de aceptacion:
- La lista distingue lo que está en este celular de lo que ya está en el servidor
- Un líder ve únicamente los casos que él reportó: lo garantiza la política por fila, no la pantalla
- Funciona con el celular cambiado o la aplicación reinstalada
- Sin conexión sigue mostrando lo del celular, que es lo que no se puede perder
- Se ve cuántas fotografías faltan por subir de cada caso

Origen: prueba en terreno de Miguel, 16 de agosto de 2026","FrontEnd,BackEnd",Hito 2 · Evidencia,,
HU 2.1.6 · Ver la fotografía del daño desde el caso,"Apartado 2.1 · Vistas de consulta dentro de la aplicacion

Como integrante de la mesa, quiero abrir las fotografías de una familia desde su caso, para sustentar la remisión ante la entidad con la prueba del daño.

Nota:
Se separa de la HU 2.1.4 porque es trabajo de servidor que necesitan DOS pantallas: el modulo de administracion y la vista del lider. Hacerla una sola vez evita que cada pantalla invente su forma de pedir una imagen.

Es lo que falta para cerrar el ciclo de la evidencia: la fotografia sube, se verifica y hoy no se puede volver a ver.

Criterios de aceptacion:
- Una ruta de lectura devuelve enlaces firmados de vida corta; la imagen no pasa por la API
- Las políticas de acceso mandan: un líder ve las suyas y la mesa las de su alcance
- El bucket sigue sin lectura anónima, verificado contra la nube real
- El enlace caduca y no sirve reenviado horas después
- Queda registro de quién pidió ver qué fotografía

Origen: HU 1.2.5 (hecha): la subida existe y la lectura no",BackEnd,Hito 2 · Evidencia,,
HU 2.2.1 · Marco de tratamiento de datos que se pueda aplicar,"Apartado 2.2 · Datos y cumplimiento

Como custodia de datos, quiero política, autorización, retención y procedimiento de supresión escritos, para que el listado sea admisible y ninguna familia quede expuesta.

Criterios de aceptacion:
- Los cuatro documentos en Markdown, versionados y revisados jurídicamente
- Resuelve la tensión entre el derecho de supresión y la auditoría, que hoy conserva identidad
- Nombra explícitamente el paso de borrar las fotografías del almacenamiento y quién lo ejecuta
- Define qué pasa con la base cuando la emergencia se cierre y quién la custodia

Responsable: yonathangutierrez
Origen: cumplimiento/README.md","decisión F7,sin código",Hito 2 · Evidencia,,
HU 2.2.2 · Que el celular no acumule datos de familias para siempre,"Apartado 2.2 · Datos y cumplimiento

Como custodia de datos, quiero que la base local se purgue de lo ya confirmado, para que un teléfono perdido no sea una filtración.

Criterios de aceptacion:
- Plazo definido por el marco de tratamiento y cableado en la aplicación
- Sólo se borra lo confirmado por el servidor
- Procedimiento escrito para cuando un voluntario se retira o pierde el teléfono

Responsable: yonathangutierrez
Origen: cumplimiento/README.md §3, ADR 003
Depende de: HU 2.2.1 define el plazo","FrontEnd,decisión F7",Hito 2 · Evidencia,,
HU 2.3.1 · Que nada llegue a producción sin que alguien lo apruebe,"Apartado 2.3 · Entrega controlada

Como custodia de datos, quiero aprobar los cambios que tocan datos de familias antes de que salgan, para que mi veto exista en el camino de la entrega y no sólo en el chat.

Criterios de aceptacion:
- Automático hasta preproducción; el paso a producción lo aprueba una persona
- Se promueve la misma imagen, no se reconstruye
- Volver atrás es desplegar la versión anterior
- Un cambio que toque exportación nominal, vistas públicas o políticas requiere aprobación de la custodia
- Preproducción NUNCA recibe datos reales: garantía del pipeline, no disciplina de las personas

Responsable: yonathangutierrez
Origen: ADR 004",Infra,Hito 2 · Evidencia,,
HU 2.3.2 · Comprobar que las fotografías no son públicas,"Apartado 2.3 · Entrega controlada

Como custodia de datos, quiero verificar contra la nube real que nadie puede abrir una foto por URL, para cerrar el único control que el entorno local no puede sostener.

Criterios de aceptacion:
- Una petición anónima a una fotografía devuelve error en la nube real
- Bloqueo de acceso público activo a nivel de CUENTA, no sólo de bucket
- El asesor de seguridad no reporta advertencias
- Las seis verificaciones de SEGURIDAD.md corren contra el proyecto real

Responsable: yonathangutierrez
Origen: SEGURIDAD.md punto 6, entorno/pruebas/flujo-completo.sh",Infra,Hito 2 · Evidencia,,
HU 2.4.1 · Traer lo capturado en Kobo sin duplicar nada,"Apartado 2.4 · Vía paralela de Kobo

Como mesa de sistematización, quiero cargar todos los días lo que entró por el formulario de Kobo, para que la vía paralela no se detenga mientras se construye la aplicación propia.

Criterios de aceptacion:
- Idempotente: repetir el proceso completo no duplica un solo registro
- Los campos de selección múltiple llegan separados por espacio y se convierten correctamente
- Se puede correr sin supervisión

Origen: schema.sql §11, ESTADO.md",BackEnd,Hito 2 · Evidencia,,
HU 3.1.1 · Remitir un caso a la entidad competente con radicado,"Apartado 3.1 · Remisiones y seguimiento

Como mesa de sistematización, quiero registrar a qué entidad remití cada familia y con qué número de radicado, para que la solicitud sea exigible y no una gestión de palabra.

Criterios de aceptacion:
- Registrar entidad, asunto, fecha y radicado
- Sin radicado la remisión no es exigible: la interfaz lo refleja
- El destinatario cambia según el tipo de afectación, sobre el mismo registro único

Origen: FRENTES.md F5","FrontEnd,BackEnd",Hito 3 · Exigibilidad,,
HU 3.1.2 · Ver cuánto lleva una entidad sin responder,"Apartado 3.1 · Remisiones y seguimiento

Como mesa de sistematización, quiero un tablero de mora por entidad que crezca cada día, para poder sustentar la presión con un número que nadie pueda discutir.

Criterios de aceptacion:
- La mora se calcula al consultar y aumenta cada día sin respuesta
- Ordenado por entidad con más casos sin responder
- Verificado de punta a punta en la prueba funcional del entorno

Origen: FRENTES.md F5, entorno/pruebas/flujo-completo.sh",FrontEnd,Hito 3 · Exigibilidad,,
HU 3.1.3 · Registrar la respuesta y cerrar el caso,"Apartado 3.1 · Remisiones y seguimiento

Como mesa de sistematización, quiero anotar qué respondió la entidad y qué pasó con la familia, para acompañar cada caso hasta que alguien responda por él.

Criterios de aceptacion:
- Registrar respuesta, fecha y estado
- Al responder, el caso sale de la mora
- Queda el rastro completo: quién remitió, cuándo, qué contestaron

Origen: FRENTES.md F5, ESTADO.md §1","FrontEnd,BackEnd",Hito 3 · Exigibilidad,,
HU 3.2.1 · Entregar el listado nominal por canal formal y dejar rastro,"Apartado 3.2 · Entrega formal a entidades

Como custodia de datos, quiero ser la única que puede exportar datos con identidad, y que quede registrado, para poder responder por dónde está cada copia del listado.

Criterios de aceptacion:
- Restringido al rol de custodia
- Cada exportación registra quién, cuándo, con qué filtro y cuántas filas
- Se entrega por enlace de vida corta, no como adjunto abierto
- Incluye la cláusula de finalidad: la entidad pasa a ser responsable y no se autoriza uso secundario

Origen: README.md, cumplimiento/README.md §7",BackEnd,Hito 3 · Exigibilidad,,
HU 3.2.2 · Nombres exactos de las dependencias destinatarias,"Apartado 3.2 · Entrega formal a entidades

Como mesa de sistematización, quiero el nombre exacto de cada dependencia a la que se radica, para que el oficio no se devuelva por estar mal dirigido.

Criterios de aceptacion:
- Dependencia responsable de vivienda urbana, con nombre exacto
- Entidades y contactos confirmados y cargados en el catálogo
- Sigla y nombre completo de la organización internacional de representación
- Formato oficial de censo del consejo municipal de gestión del riesgo

Origen: ESTADO.md §4, FRENTES.md
Depende de: gestión ante las entidades
Bloquea: radicar el primer reporte","sin código,bloqueada",Hito 3 · Exigibilidad,,
HU 4.1.1 · Listado oficial de veredas,"Apartado 4.1 · Multi-municipio

Como mesa de sistematización, quiero el listado oficial de veredas del municipio, para que la misma vereda no entre escrita de cuatro formas y las cifras se sostengan.

Criterios de aceptacion:
- Listado oficial obtenido y versionado como catálogo
- Criterio de normalización de nombres definido

Origen: ESTADO.md §4
Depende de: gestión ante la alcaldía
Bloquea: HU 4.1.2 y las cifras por vereda","sin código,bloqueada",Hito 4 · Escala,,
HU 4.1.2 · Usar Raíz en otro municipio sin tocar código,"Apartado 4.1 · Multi-municipio

Como equipo de otro municipio, quiero configurar mi municipio y mis veredas, para aprovechar lo construido sin volver a levantar todo desde cero.

Criterios de aceptacion:
- Municipio y departamento son configuración, no constantes
- Catálogo de veredas por municipio
- Un municipio nuevo no requiere desplegar código

Responsable: yonathangutierrez
Origen: FRENTES.md F8
Depende de: HU 4.1.1","BackEnd,Infra",Hito 4 · Escala,,
HU 4.2.1 · Agregar una vereda sin pedirle nada a un programador,"Apartado 4.2 · Catálogos administrables

Como mesa de sistematización, quiero administrar veredas, organizaciones y entidades desde una pantalla, para que cada dato nuevo no se convierta en una propuesta de cambio y un despliegue.

Criterios de aceptacion:
- Alta y edición de veredas, organizaciones y entidades destinatarias
- Restringido a la mesa
- Los cambios quedan auditados

Origen: ADR 004","FrontEnd,BackEnd",Hito 4 · Escala,,
